relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid	resource
HSDN::has_symptom:Disease:Phenotype	memory	Phenotype	SYMP:0000719	Post-COVID	Disease	MONDO:0100233	Post-COVID symptoms such as daytime sleepiness, fatigue and memory and concentration problems may in part be a result of reduced sleep efficiency and sleep apnea in a relevant percentage of patients.	37987095	CustomDB
HSDN::has_symptom:Disease:Phenotype	sleep apnea	Phenotype	SYMP:0000581	Post-COVID	Disease	MONDO:0100233	Post-COVID symptoms such as daytime sleepiness, fatigue and memory and concentration problems may in part be a result of reduced sleep efficiency and sleep apnea in a relevant percentage of patients.	37987095	CustomDB
GNBR::T::Compound:Disease	Nitazoxanide	Compound	DrugBank:DB00507	long COVID	Disease	MONDO:0100233	Thus, Nitazoxanide and/or other anti-viral medications might be potential options to combat long COVID.	38028066	CustomDB
GNBR::T::Compound:Disease	Naltrexone	Compound	DrugBank:DB00704	Post-Acute Sequelae of SARS-CoV-2 Infection	Disease	MONDO:0100233	Naltrexone is a medication with anti-inflammatory and immunomodulatory properties that has been used in other conditions that overlap with PASC.	37804660	CustomDB
GNBR::T::Compound:Disease	COVID-19 vaccination	Compound	MESH:C000721075	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	sCD40L	Gene	ENTREZ:959	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	GRO-⍺	Gene	ENTREZ:2919	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	(MIP)-1⍺	Gene	ENTREZ:6348	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	G-colony stimulating factor	Gene	ENTREZ:1435	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	IL	Gene	ENTREZ:3553	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	M-CSF	Gene	ENTREZ:1435	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	IL-1β	Gene	ENTREZ:3553	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
Hetionet::DdG::Disease:Gene	stem cell factor	Gene	ENTREZ:23256	long COVID	Disease	MONDO:0100233	Patients with PCC also had significantly decreased levels of several pro-inflammatory plasma cytokines/chemokines after COVID-19 vaccination including sCD40L, GRO-⍺, macrophage inflammatory protein (MIP)-1⍺, interleukin (IL)-12p40, G-colony stimulating factor (CSF), M-CSF, IL-1β, and stem cell factor (SCF).	37717649	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	mucosal associated invariant T cells (MAIT) cell	BiologicalProcess	GO:0002403	ME/CFS	Disease	MONDO:0005404	Conversely, there was a significantly increased proportion of mucosal associated invariant T cells (MAIT) cells, especially in severely affected ME/CFS patients.	31057538	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	kynurenine pathway (KP)	Pathway	KEGG:hsa00380	ME/CFS	Disease	MONDO:0005404	Hyperactivation of the KP, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS.	35656104	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	effector memory CD8+ T cell	BiologicalProcess	GO:0035709	ME/CFS	Disease	MONDO:0005404	In contrast, the T cell compartment was altered in ME/CFS, with increased proportions of effector memory CD8+ T cells and decreased proportions of terminally differentiated effector CD8+ T cells.	31057538	CustomDB
BioMedGPS::E-::Disease:BiologicalProcess	terminally differentiated effector CD8+ T cell	BiologicalProcess	GO:0043374	ME/CFS	Disease	MONDO:0005404	In contrast, the T cell compartment was altered in ME/CFS, with increased proportions of effector memory CD8+ T cells and decreased proportions of terminally differentiated effector CD8+ T cells.	31057538	CustomDB
Hetionet::DdG::Disease:Gene	IL-10	Gene	ENTREZ:3586	CFS/ME	Disease	MONDO:0005404	A significant decrease was observed at T2 in the CFS/ME group for IL-10 and IL-17A while at T3, IL-2 was increased in the CFS/ME group in comparison to the non-fatigued controls.	22571715	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	CD8(-)CD4(-)	BiologicalProcess	GO:0043369	CFS/ME	Disease	MONDO:0005404	Naïve CD8(+)T cells, CD8(-)CD4(-) and CD56(-)CD16(-) iNKT phenotypes, γδ2T cells and effector memory subsets were significantly increased in severe CFS/ME patients at 6 months.	26370228	CustomDB
GNBR::C::Compound:Disease	Interleukin-10	Compound	DrugBank:DB12880	chronic fatigue syndrome	Disease	MONDO:0005404	increased complement split products, oxidative stress, and gene expression of interleukin-10.	34454716	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	nitrosative stress	BiologicalProcess	GO:0051409	ME/CFS	Disease	MONDO:0005404	Such abnormalities include extensive data showing that at least a subgroup has a pro-inflammatory state, increased oxidative and nitrosative stress, disruption of gut mucosal barriers and mitochondrial dysfunction together with dysregulated bioenergetics.	31509764	CustomDB
GNBR::C::Compound:Disease	ATP	Compound	DrugBank:DB00171	chronic fatigue syndrome	Disease	MONDO:0005404	Evidence suggests that problems generating and using the main energy molecule, adenosine triphosphate (ATP), may be a fundamental driver of ME/CFS.	34454716	CustomDB
GNBR::C::Compound:Disease	Lactic acid	Compound	DrugBank:DB04398	chronic fatigue syndrome	Disease	MONDO:0005404	Other studies have reported high levels of lactate, or increased acidosis in the blood, cerebrospinal fluid, and muscles.	34454716	CustomDB
HSDN::has_symptom::Disease:Phenotype	Memory Disorders	Phenotype	SYMP:0000719	chronic fatigue syndrome	Disease	MONDO:0005404	Other abnormalities include decreased reaction time, working memory, and attention.	34454716	CustomDB
HSDN::has_symptom::Disease:Phenotype	Sleep Disorders	Phenotype	SYMP:0000566	chronic fatigue syndrome	Disease	MONDO:0005404	Patients experience various sleep disturbances, such as problems in falling or staying asleep.	34454716	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	oxidative	BiologicalProcess	GO:0006979	ME/CFS	Disease	MONDO:0005404	Such abnormalities include extensive data showing that at least a subgroup has a pro-inflammatory state, increased oxidative and nitrosative stress, disruption of gut mucosal barriers and mitochondrial dysfunction together with dysregulated bioenergetics.	31509764	CustomDB
BioMedGPS::AssociatedWith::Metabolite:Disease	coenzyme A	Metabolite	HMDB:HMDB0001423	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	They exhibited proteome alterations, including altered mitochondrial metabolism, centred on pyruvate dehydrogenase and coenzyme A metabolism, leading to a decreased capacity to provide adequate intracellular ATP levels.	34209852	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	mitochondrial metabolism	Pathway	REACT:R-HSA-1592230	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::E-::Disease:BiologicalProcess	cerebral blood flow	BiologicalProcess	GO:0120275	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Overall, controls had higher BOLD signals suggesting reduced global cerebral blood flow in ME/CFS.	34975370	CustomDB
BioMedGPS::E-::Disease:BiologicalProcess	cerebral blood flow (CBF)	BiologicalProcess	GO:0120275	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	In ME/CFS patients with orthostatic intolerance symptoms, cardiac output and CBF are significantly reduced during a tilt test.	35056360	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	redox status	BiologicalProcess	GO:0009455	ME/CFS	Disease	MONDO:0005404	In ME/CFS patients, severe alterations of the muscle excitability, the redox status, as well as the CD26-expression level are correlated with a marked impairment of the quality-of-life.	27580693	CustomDB
GNBR::Mp::Compound:Disease	glucocorticoids	Compound	MESH:D005938	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	We detected 12,608 differentially methylated sites between ME/CFS patients and healthy controls predominantly localized to cellular metabolism genes, some of which were also related to self-reported quality of life health scores. Among ME/CFS patients, glucocorticoid sensitivity was associated with differential methylation at 13 loci.	28231836	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	citrulline	Metabolite	HMDB:HMDB0000904	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	regulatory T (Tregs)	BiologicalProcess	GO:0032834	Chronic Fatigue Syndrome/Myalgic Encephalomyelitis (CFS/ME)	Disease	MONDO:0005404	We observed a significant increase in Tregs in the CFS/ME group (p≤0.05) compared to the healthy control group.	27001659	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	invariant Natural Killer T (iNKT)	BiologicalProcess	GO:0030101	Chronic Fatigue Syndrome/Myalgic Encephalomyelitis (CFS/ME)	Disease	MONDO:0005404	Conversely, CD4+iNKT percentage of iNKT, was significantly increased in the CFS/ME group compared with healthy controls and the double-negative iNKT percentage of iNKT significantly decreased compared with the healthy control group.	27001659	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	riboflavin	Pathway	KEGG:hsa00740	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::E-::Disease:BiologicalProcess	innate immune response	BiologicalProcess	GO:0045087	ME/CFS	Disease	MONDO:0005404	Relying on data from two independent pairs of ME/CFS and control cohorts, one at rest and one undergoing an exercise challenge, we identify a state of suppressed acute-phase innate immune response to microbial translocation in conjunction with a compromised gut epithelium in ME/CFS.	37396339	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	phospholipid	Pathway	KEGG:hsa00564	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	cholesterol	Pathway	REACT:R-HSA-191273	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	purine	Pathway	KEGG:hsa00230	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	pyrroline-5-carboxylate	Pathway	KEGG:hsa_M00015	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	peroxisomal	Pathway	REACT:R-HSA-390918	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
Hetionet::Aa::Anatomy:Disease	muscle	Anatomy	MESH:D009132	ME/CFS	Disease	MONDO:0005404	In ME/CFS patients, severe alterations of the muscle excitability, the redox status, as well as the CD26-expression level are correlated with a marked impairment of the quality-of-life.	27580693	CustomDB
GNBR::Md::Gene:Disease	activin B	Gene	ENTREZ:11479	chronic fatigue syndrome/myalgic encephalomyelitis (CFS/ME)	Disease	MONDO:0005404	Serum activin B levels for CFS/ME participants were significantly elevated when compared to the study controls, as well as the established reference interval. Serum activin A and follistatin were within their normal ranges.	28302133	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	isocitrate	Metabolite	HMDB:HMDB0304324	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	hypothalamic-pituitary-adrenal (HPA) axis function	BiologicalProcess	GO:0006950	ME/CFS	Disease	MONDO:0005404	Our results indicate DNA methylation modifications in cellular metabolism in ME/CFS despite a heterogeneous patient population, implicating these processes in immune and HPA axis dysfunction in ME/CFS.	28231836	CustomDB
GNBR::Md::Gene:Disease	TGF-β	Gene	ENTREZ:7040	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	sphingolipid	Pathway	KEGG:hsa00600	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	cerebral blood flow (CBF)	BiologicalProcess	GO:0120275	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Using a less demanding 20 degree tilt test for 15 min in severe ME/CFS patients resulted in a mean CBF decline of 27%.	32545797	CustomDB
GNBR::Md::Gene:Disease	resistin	Gene	ENTREZ:56729	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	CXCL1 (GROα)	Gene	ENTREZ:2919	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
BioMedGPS::AssociatedWith::CellularComponent:Disease	mitochondria	CellularComponent	GO:0005739	ME/CFS	Disease	MONDO:0005404	Due to the potential role that mitochondria may play in ME/CFS, mitochondrial-targeting nutraceutical interventions have been used to potentially assist in improving patient outcomes such as fatigue.	33596913	CustomDB
GNBR::Md::Gene:Disease	CCL11 (Eotaxin-1)	Gene	ENTREZ:6356	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
BioMedGPS::AssociatedWith::Metabolite:Disease	intracellular ATP	Metabolite	HMDB:HMDB0000538	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	They exhibited proteome alterations, including altered mitochondrial metabolism, centred on pyruvate dehydrogenase and coenzyme A metabolism, leading to a decreased capacity to provide adequate intracellular ATP levels.	34209852	CustomDB
GNBR::Md::Gene:Disease	CXCL10 (IP-10)	Gene	ENTREZ:3627	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	IL-4	Gene	ENTREZ:3565	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	IFN-γ	Gene	ENTREZ:3458	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	IL-5	Gene	ENTREZ:3567	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	cerebral blood flow	BiologicalProcess	GO:0120275	post-acute sequelae COVID	Disease	MONDO:0100233	Because the two key features - post exertional malaise and decreased cerebral blood flow - are also recognized in a subset of patients with post-acute sequelae COVID, we suggest that our findings may also be pertinent to this entity.	35614970	CustomDB
GNBR::Md::Gene:Disease	IL-7	Gene	ENTREZ:3574	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	IL-13	Gene	ENTREZ:3596	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	O2 exchange	BiologicalProcess	GO:0072592	Long COVID	Disease	MONDO:0100233	Although the symptoms of Long COVID are multifarious, we here argue that the ability of these fibrin amyloid microclots (fibrinaloids) to block up capillaries, and thus to limit the passage of red blood cells and hence O2 exchange, can actually underpin the majority of these symptoms.	35195253	CustomDB
GNBR::Md::Gene:Disease	IL-12p70	Gene	ENTREZ:3593	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	IL-17F	Gene	ENTREZ:112744	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	leptin	Gene	ENTREZ:3952	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	G-CSF	Gene	ENTREZ:1440	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
DRUGBANK::treats::Compound:Disease	valacyclovir	Compound	DrugBank:DB00577	CFS	Disease	MONDO:0005404	CFS patients were treated with valacyclovir (14.3 mg/kg q6h) for ≥ 12 months.	23155374	CustomDB
GNBR::Md::Gene:Disease	LIF	Gene	ENTREZ:3976	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	SCF	Gene	ENTREZ:652070	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
Hetionet::DdG::Disease:Gene	circulating interleukin (IL)-16	Gene	ENTREZ:3603	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	We observed highly significant reductions in the concentration of circulating interleukin (IL)-16, IL-7, and Vascular Endothelial Growth Factor A (VEGF-A) in ME/CFS patients.	26615570	CustomDB
GNBR::Md::Gene:Disease	GM-CSF	Gene	ENTREZ:1437	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
DRUGBANK::treats::Metabolite:Disease	nicotinamide adenine dinucleotide (NAD+)	Metabolite	HMDB:HMDB0002012	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Hyperactivation of the KP, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS.	35656104	CustomDB
GNBR::Md::Gene:Disease	NGF	Gene	ENTREZ:4803	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	TGF-α	Gene	ENTREZ:7039	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
