resource	label	id	name	synonyms	description	xrefs	taxid
WikiPathways	Pathway	WikiPathways:WP4847	AXL signaling pathway		Axl is a transmembrane protein comes under TAM (Tyro3,Axl and Mertk) family of receptor tyrosine kinase (RTK). It is first identified as transforming gene, isolated from primary human myeloid leukemia cells. Axl gene is located in chromosome 19, at 19q13.1 , which encodes 894 amino acids with molecular weight range between 100 and 140kDa. Axl receptor is having extracellular, transmembrane and an intracellular domain. Extra cellular domain contains two immunoglobulin like (IgL) and fibronectin type-III (FN III) like domain with a single pass transmembrane domain.		9606
WikiPathways	Pathway	WikiPathways:WP4853	Linoleic acid metabolism affected by SARS-CoV-2		Lipid metabolism alternations that are related to infection by corona viruses. The information comes from the Yan et al. in 2019 in the bibliography, particularly Figure 5. That paper uses the HCoV-229E virus as a model. Note that that is different from the virus that causes the 2020 pandemic SARS-CoV-2. Fig 5 is in turn taken from https://www.kegg.jp/kegg-bin/show_pathway?map00591, which is a very simplified pathway, omitting several steps.The paper mentions that after virus infection many of the metabolites in his figure are increased in concentration. Interestingly, exogenous supplement of LA or AA in HCoV-229E-infected cells significantly suppressed HCoV-229E virus replication and this also happened in MERS-CoV.		9606
WikiPathways	Pathway	WikiPathways:WP4856	Intracellular trafficking proteins involved in CMT neuropathy		Charcot-Marie-Tooth (CMT) disease is one of the most common inherited peripheral neuropathies. This peripheral neuropathy is highly heterogeneous (clinically and genetically) and is characterized by a slowly progressive degeneration of the muscle of the foot, lower leg, hand and forearm, accompanied by sensory loss in the toes, fingers and limbs. Mutations in genes involved in intracellular trafficking are increasingly being implicated in various human diseases, including neuronal diseases. This pathway highlights genes with known mutations in CMTs relevant to intracellular trafficking. DNM2 regulates vesicle budding. KIF1B controls vesicle motility on microtubules. LITAF and LRSAM are present in the endocytic pathway and probably regulate protein degradation. Myotubularin-related proteins (MTMR2 and MTMR13) and FIG4 regulate PI metabolism at the level of early endosomes and late endosomes, respectively. Rab7 is present on late endosomes and regulates transport to lysosomes. SH3TC2 regulates endosomal recycling together with Rab11, while NDRG1 regulates membrane traffic at the level of early endosomes together with Rab4 and PRA1. HSPs regulate proteasomal degradation and associate with neurofilaments and actin filaments. FGD4 associates with and regulates actin filaments. MFN2 and GDAP regulate mitochondrial dynamics and mitochondrial axonal transport.This pathway is based on figure 4 and table 1 from [http://europepmc.org/article/PMC/3514635 Bucci et al]. Description adapted from the figure legend and abstract.		9606
WikiPathways	Pathway	WikiPathways:WP4857	Endothelin pathway		Endothelin is a strong peptide well known for its vasoconstriction activities. It is known for regulating extensive physiological and pathophysiological activities with beneficial and detrimental roles in mammals.To develop this network map of endothelin mediated signalling pathway, We searched term retrieved 2,800 papers in Pubmed were used for initial screening. Of these, 640 research articles were screened for endothelin mediated reactions and selected for annotation. Out of these, 334 articles had information which are compatible to endothelin mediated signalling were selected for further curation. The manual curation of selected articles documented 90 activation / inhibition events, 98 PTM or catalysis events, 56molecular associations, 239 gene regulation events, 145 types of protein expression and 27 protein translocation events.		9606
WikiPathways	Pathway	WikiPathways:WP4860	Hijack of ubiquitination by SARS-CoV-2		SARS-CoV-2 includes a novel Orf10 that interacts with muliple members of the Cullin 2 ubiquitin ligase complex as determined by AP-MS (Gordon 2020). The strongest interaction is with ZYG11B, a substrate adaptor for CUL2. By binding this complex, Orf10 might be able to hijack its activity. The hijacking of ubiquitination machinery is a common strategy of viruses to direct the degradation of viral restriction factors, for example. Also depicted here is the required neddylation (N8) of CUL2 by the NAE enzyme complex. The ability of this enzyme to transfer N8 to CUL2 is inhibited by the small molecule Pevonedistat.		9606
WikiPathways	Pathway	WikiPathways:WP4861	Endoplasmic reticulum stress response in coronavirus infection		This pathway model describes how the three branches of the Unfolded Protein Response (UPR) signaling pathway are activated and regulated during human coronavirus infection [DOI: 10.1146/annurev-micro-020518-115759]. During coronavirus infection, viral proteins are produced in large amounts in the ER, exceeding the ER’s protein folding capacity and leading to large amounts of unfolded proteins. This results in ER stress and activation of the UPR through transmembrane sensors PERK, IRE1 and ATF6. Pathways activation occurs when the protein chaperone GRP78 (HSPA5) dissociates from the PERK/IRE1/ATF6 to bind unfolded proteins, which leads to oligomerization, autophosphorylation and activation [DOI: 10.1107/S0907444911006445].Activated PERK inactivates eIF2α by phosphorylation, leading to a decrease in overall protein synthesis. eIF2α can also be phosphorylated by several other kinases (HRI, GCN2, PKR). PKR activation is shown to be suppressed by coronavirus nsp15 and dsRNA-binding activity of MERS-CoV protein 4a. Activated IRE1 (ERN1) has multiple downstream effects. The IRE1 RNase domain is involved in unconventional splicing of XBP1, creating XBP1S which induces expression of protein folding genes. The RNase domain can also break down mRNAs (IRE1-dependent mRNA decay, RIDD), helping to establish ER homeostasis. Finally, the kinase activity of IRE1 also activates a signaling cascade that leads to the JNK pathway, triggering apoptosis. It is thought that the SARS-CoV E protein suppresses activation of the IRE1 pathway and SARS-CoV-induced apoptosis [10.1371/journal.ppat.1002315]. Activated ATF6 is translocated to Golgi and cleaved [DOI: 10.1016/s1097-2765(00)00133-7] to release ATF6-p50, a transcription factor that induces the expression of protein chaperone genes as well as CHOP and XBP1. There is evidence that SARS-CoV infection inhibits ATF6 cleavage [10.1016/j.virol.2009.02.021].		9606
WikiPathways	Pathway	WikiPathways:WP4863	Host-pathogen interaction of human coronaviruses - autophagy		This pathway describes the induction and modulation of the human autophagy system during human coronavirus infection. The information is based on the review of Fung and Liu [10.1146/annurev-micro-020518-115759]. Autophagy is usually a stress mediated defense mechanism and can protect against pathogen infection. On the other hand it is known from several viruses that they can hijack the cellular autophagy system for proliferation [10.1074/jbc.M306124200]. For human coronaviruses it is presumed that coronaviruses stimulate the initiation of autophagy due to infection initiated stress for which PIK3R4 (VPS15), PIK3C3 (VPS34) and BECN1 (beclin1) are key proteins. Additionally, nsp6 (and nsp567 from other virus species than SARS-CoV) inhibit maturation of autolysosomes. Nsp6 is involved in the formation of double membrane vesicles and therefore has side effects on the formation of normal cellular vesicles [10.4161/auto.29309].		9606
WikiPathways	Pathway	WikiPathways:WP4864	Host-pathogen interaction of human coronaviruses - apoptosis		This pathway describes the induction and modulation of the apoptosis system during human coronavirus infection. The information is based on the review of Fung and Liu [10.1146/annurev-micro-020518-115759]. Apoptosis is a highly controlled form of cell death that can be initiated by several internal (DNA damage) and external factors (T-cell death signal). There are some indications that induction of apoptosis in immune cells contribute to the suppression of the host immune system in some human coronavirus infections [10.1128/JVI.00269-12]. SARS-CoV induces caspase-dependent apoptosis by interfering with prosurvival BCL proteins (BCL2, BCL2L1, MCL1) and AKT1 and uses the apoptosis induced cell deconstruction it for replication, although it seems not to be depending on this mechanism for replication [10.1016/j.virusres.2014.09.016].		9606
WikiPathways	Pathway	WikiPathways:WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection		The induction of Type I interferons and signaling is the first response leading to the innate immune reactions during SARS-COV-2 infection. The virus can enter host cells through two mechanisms. If it enters the cell via diffusion mediated by TMPRSS2, the virus ssRNA will be detected by RIG-I and MDA5 in the cytosol. If the virus enters the cell via endocytosis, the spike proteins will be processed by CTSL in the lysosome leading to the detection of ssRNA by TLR3,7 and 9 (PMID 33506952). The extracellular virus can also be detected by TLR2,4 and 6 (PMID 33506952). The higher production of TLR4 in men and the presence of TLR7 on the X chromosome may contribute to the different responses between women and men during SARS-CoV 2 infection (PMID 33506952). TLR7 MYD88-dependent signaling is inhibited at multiple steps by the SARS-CoV Papain-Like Protease (PLpro) domain of nsp3 (red oval). The signaling pathway is critical to induction of type I interferons (INF-I) via IRF3, AP-1 and NFkB transcription factors. INF-I triggers the JAK/STAT pathway leading to the induction of interferon-stimulated genes (ISGs), such as OAS and PKR, which go one to conduct the innate immune response. TREML4 has been shown to be necessary for MYD88 recruitment by TLR7 and STAT1 participation. The inhibition of SARS-CoV-2 PLpro by GRL0617 is proposed based on Ratia, et al. 2008 and 100% sequence identity between SARS-CoV and SARS-CoV-2 across all 13 residues of PLpro involved in binding GRL0617 (82.9% identity across 316 amino acids) as determined by the alignment of RefSeq YP_009725299.1 and PDB 3E9S (https://alexanderpico.github.io/SARS-CoV-2_Alignments/#Nsp3_PLpro_domain). The antimicrobial agent, azithromycin, is in clincal trials as COVID-19 therapy in combination with hydroxychloroquine (Gautret 2020) has been shown to modulate inflammation by inhibiting the activation of many of these same transcription factors.		9606
WikiPathways	Pathway	WikiPathways:WP4871	Kisspeptin/kisspeptin receptor system in the ovary		The signalling pathway of the kisspeptin/kisspeptin receptor interaction in the ovary, including its effects on follicular development, oocyte maturation, ovulation, and steroidogenesis.		9606
WikiPathways	Pathway	WikiPathways:WP4872	MAP3K1 role in promoting and blocking gonadal determination		This pathway summarizes the differential signaling in sex development in the human fetus. Disorders of sex development can derive from dysfunction of one or more genes in this pathway.		9606
WikiPathways	Pathway	WikiPathways:WP4873	Peroxiredoxin 2 induced ovarian failure		This pathway summarizes the influence of reactive oxygen species on ovarian aging, ovarian failure and therefore female infertility.		9606
WikiPathways	Pathway	WikiPathways:WP4874	CAMKK2 pathway		CaMKK2 is a 66Ã¢â‚¬â€œ68-kDa serine kinase, consists of unique N- and C-terminal domains and a central Ser/Thr-directed kinase domain that is followed by a regulatory domain composed of overlapping autoinhibitory and CaM-binding regions (PMID:9335539). CAMKK2 is activated once calmodulin (CALM1) binds with CAAMKK2. The most well-characterized substrates of CaMKK2 are CaMKI, CaMKIV and AMPKÃŽÂ±. CaMKK2 phosphorylates CaMKIV, CaMKI and AMPKÃŽÂ± on activation loop Thr residues (Thr-200, Thr-177 and Thr-172, respectively), which increases their kinase activities (PMID:9822657). CaMKK2 is present in many areas of the brain, including the olfactory bulb, hippocampus, dentate gyrus, amygdala, hypothalamus, and cerebellum (PMID:9822657, 12654522).The creation of this pathway is described in [https://pubmed.ncbi.nlm.nih.gov/33136287/ Najar et al].		9606
WikiPathways	Pathway	WikiPathways:WP4875	Disruption of postsynaptic signaling by CNV		This pathway describes the disruption of postsynaptic signaling due to missing genes caused by copy  number variations (CNVs).		9606
WikiPathways	Pathway	WikiPathways:WP4876	Activation of NLRP3 inflammasome by SARS-CoV-2		"Orf3a from SARS-CoV has been shown to bind TRAF3 and activate the NLRP3 inflammasome. The activation occurs at two points. First, by ubiquinating NF-kB (p105) to stimulate its proteolytic processing into mature NF-kB (p50), which can then go on to promote the transcription of pro-IL-1B together with RELA (p65). And second, by ubiquitinating ASC (PYCARD) in the NLRP3 inflammasome, which leads to its degradtion and the activation of caspase-1 (CASP1) that goes on to catalyze the production of mature IL-1B, leading to a cytokine storm. While Orf3a of SARS-CoV-2 only has 72.7% sequence identity with that of SARS-CoV, the TRAF3 binding motif PxQxS is 100% conserved (https://alexanderpico.github.io/SARS-CoV-2_Alignments/#Orf3a). Chloroquine, a multi-functional antiviral, decreases the production of IL-1B by affecting ""the processing of primary transcripts in the nucleus, the transport of processed mRNA to the cytosol, and the degradation of mRNA."" (Jang 2006)"		9606
WikiPathways	Pathway	WikiPathways:WP4877	Host-pathogen interaction of human coronaviruses - MAPK signaling		This pathway describes the activation of the human MAPK signaling system during human coronavirus infection, per Fung and Liu, Figure 7 [10.1146/annurev-micro-020518-115759]. The MAPK signaling system regulates response to different environmental stimuli, e.g. inflammation due to infection. Its downstream effects include regulation of cell cycle, apoptosis, differentiation and immune response. During coronavirus infection, three MAPK signaling pathways were studied and described. The p38 pathway (MAPK11 - MAPK14) leads to stimulation of apoptosis via CHOP (DDIT3) while the ERK pathway (MAPK1 and MAPK3) counteracts apoptosis stimulation and supports cell survival by stimulating ATF2 and FOS. The JNK pathway (MAPK 8 - MAPK10) inhibits cell survival protein BCL2, thus stimulating apoptosis but also stimulating the AP1 complex that leads to the production of effectors to fight the infection. The interplay of apoptosis stimulation and cell survival is not yet fully understood in SARS-CoV-2 infection.		9606
WikiPathways	Pathway	WikiPathways:WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies		Laminopathies resulting form a range of LMNA mutations result in a range of tissue specific phenotypes. These rare diseases may be attributed to a symptomatic overlap characterized by the convergence of lamin A downstream signalling pathways. Lamin A is expressed in differentiating cells and thus this pathway highlights the major molecular signalling pathways mis regulated during hMSC differentiation due to varying LMNA mutations.		9606
WikiPathways	Pathway	WikiPathways:WP4880	Host-pathogen interaction of human coronaviruses - interferon induction		Figure 8 of review.The induction of Type I interferons and signaling leading to the innate immune response during SARS-COV-2 infection. TLR7 MYD88-dependent signaling is inhibited at multiple steps by the SARS-CoV Papain-Like Protease (PLpro) domain of nsp3 (red oval). The signaling pathway is critical to induction of type I interferons (INF-I) via IRF3, AP-1 and NFkB transcription factors. INF-I triggers the JAK/STAT pathway leading to the induction of interferon-stimulated genes (ISGs), such as OAS and PKR, which go one to conduct the innate immune response. TREML4 has been shown to be necessary for MYD88 recruitment by TLR7 and STAT1 participation. The inhibition of SARS-CoV-2 PLpro by GRL0617 is proposed based on Ratia, et al. 2008 and 100% sequence identity between SARS-CoV and SARS-CoV-2 across all 13 residues of PLpro involved in binding GRL0617 (82.9% identity across 316 amino acids) as determined by the alignment of RefSeq YP_009725299.1 and PDB 3E9S (https://alexanderpico.github.io/SARS-CoV-2_Alignments/#Nsp3_PLpro_domain). The antimicrobial agent, azithromycin, is in clinical trials as COVID-19 therapy in combination with hydroxychloroquine (Gautret 2020) has been shown to modulate inflammation by inhibiting the activation of many of these same transcription factors.		9606
WikiPathways	Pathway	WikiPathways:WP4883	SARS-CoV-2 and ACE2 receptor: molecular mechanisms		For initial entry of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) into cells, the large viral Spike (S) protein needs to be primed by host proteases. For SARS-CoV-2 that is the serine protease TMPRSS2. After binding to its functional receptor, angiotensin-converting enzyme 2 (ACE2), the virus undergoes endocytosis. After endocytosis of the viral complex, surface ACE2 is further down-regulated, resulting in unopposed angiotensin 2 accumulation. Local activation of the angiotensin pathway system may mediate lung injury responses to viral insults. ACE denotes angiotensin-converting enzyme and ARB angiotensin-receptor blocker.		9606
WikiPathways	Pathway	WikiPathways:WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex		Virus-host interactome and proteomic survey of PMBCs from COVID-19 patients reveal potential virulence factors influencing SARS-CoV-2 pathogenesis		9606
WikiPathways	Pathway	WikiPathways:WP4891	COVID-19 adverse outcome pathway		Experimental pathway to investigate overlap of Covid-19 downstream effects and adverse outcome pathways related to lung injury.		9606
WikiPathways	Pathway	WikiPathways:WP49	IL-2 signaling pathway		IL-2 is a multifunctional cytokine with pleiotropic effects on several cells of the immune system. IL-2 was originally discovered as a T cell growth factor, but it was also found to have actions related to B cell proliferation, and cytolytic activity of natural killer cells. IL-2 also activates lymphokine activated killer cells. In contrast to its proliferative effects, IL-2 also has potent activity in a process known as activation-induced cell death. More recently, IL-2 was shown to promote tolerance through its effects on regulatory T cell development. IL-2 clinically has anti-cancer effects as well as utility in supporting T cell numbers in HIV/AIDS. There are three classes of IL-2 receptors, binding IL-2 with low, intermediate, or high-affinity. The low affinity receptor (IL-2RÃŽÂ± alone) is not functional; signaling by IL-2 involves either the high affinity hetero-trimeric receptor containing IL-2RÃŽÂ±, IL-2RÃŽÂ² and the common cytokine receptor gamma chain (originally named IL-2RÃŽÂ³ and now generally denoted as ÃŽÂ³c) or the intermediate affinity heterodimeric receptor composed of IL-2RÃŽÂ² and ÃŽÂ³c. IL-2 stimulation induces the activation of the Janus family tyrosine kinases JAK1 and JAK3, which associate with IL-2RÃŽÂ² and ÃŽÂ³c, respectively. These kinases in turn phosphorylate IL-2RÃŽÂ² and induce tyrosine phosphorylation of STATs (signal transducers and activators of transcription) and various other downstream targets. The downstream signaling pathways activated by IL-2 also involves mitogen-activated protein kinase and phosphoinositide 3-kinase signaling modules, leading to both mitogenic and anti-apoptotic signals.Please access this pathway at [http://www.netpath.org/netslim/IL_2_pathway.html NetSlim] database. NetPath is a collaborative project between PandeyLab at Johns Hopkins University (http://pandeylab.igm.jhmi.edu) and the Institute of Bioinformatics (http://www.ibioinformatics.org). If you use this pathway, please cite the NetPath website until the pathway is published.		9606
WikiPathways	Pathway	WikiPathways:WP4900	Purinergic signaling		Purinergic signalling is involved in several processes including neurologic, endocrine, and immune system signalling.		9606
WikiPathways	Pathway	WikiPathways:WP4904	LDLRAD4 and what we know about it		A recent GWAS study was tweeted (https://twitter.com/BrentRichards19/status/1251550109931888643) showing an intronic SNP in LDLRAD4 as relevant. This pathway summarizes what is known of the biological role of this gene and its proteins.		9606
WikiPathways	Pathway	WikiPathways:WP4905	1q21.1 copy number variation syndrome		1q21.1 copy number variation (deletion or duplication) syndromes are known for a highly variable phenotype especially concerning psychiatric problems. The genes on the red DNA strand represents the deleted, or duplicated, region. The downstream effects and interaction partners of the different genes are shown according to available knowledge. The breakpoints (chr1:146,527,987-147,394,444, GRCh37/hg19) are defined as given in  Kendall et al. 2017: https://doi.org/10.1016/j.biopsych.2016.08.014.		9606
WikiPathways	Pathway	WikiPathways:WP4906	3q29 copy number variation syndrome		"3q29 copy number variation (duplication or deletion) is a rare genetic condition that results in a variety of psychiatric problems. The genes on the red DNA strand represents the deleted, or duplicated, region. The downstream effects and interaction partners of the different genes are shown according to available knowledge. The breakpoints (chr3:195,788,299 – 197,033,296, GRCh37/hg19) are defined as given in Cox and Butler	PMID: 25714563."		9606
WikiPathways	Pathway	WikiPathways:WP4912	SARS coronavirus and innate immunity		SARS-CoV triggers the hosts innate immune system via the type I interferon system in dendritic cells and macrophages, which activate ISRE and IFN-b sentitive promoter elements.		9606
WikiPathways	Pathway	WikiPathways:WP4914	Adverse outcome pathway for mitochondrial complex 1 (C1) inhibition		Adverse Outcome Pathway (AOP) network for mitochondrial Complex 1 (C1) inhibition leading to adverse outcomes in kidney, brain and liver.Adverse Outcome Pathways (AOPs), in general, are defined as a sequence of key events that begins with a molecular initiating event (MIE) and leads to an Adverse Outcome. At that level, AOPs are described in the [https://aopwiki.org/ AOPWiki]. This AOP network is based on 3 AOPs: [https://aopwiki.org/aops/3 AOPwiki:3], [https://aopwiki.org/aops/273 AOPwiki:273] and [https://aopwiki.org/aops/276 AOPwiki:276].		9606
WikiPathways	Pathway	WikiPathways:WP4917	Proximal tubule transport		This pathway provides an overview of all active transport that occurs in the proximal tubule of the nephron in the kidneys. The proximal tubule plays roles in regulating the pH of the filtrate, secreting organic waste, and reabsorption of NaCl, a large variety of solutes, and amino acids from the filtrate back into the circulation. The apical side indicates the proximal tubule which contains the filtrate after passing through Bowman's capsule, which later becomes the urine after passing through the complete nephron, from which solutes are reabsorbed (taken back into the body) and into which waste is secreted. Impaired ability of reabsorption by the proximal tubule can lead to Fanconi syndrome.		9606
WikiPathways	Pathway	WikiPathways:WP4918	Cellular proteostasis		In order to maintain protein homeostasis and cell function, cells are constantly synthesizing as well as degrading proteins. This is especially important when proteins are misfolded, due to extra- or intracellular stress or a genetic mutation, as this is the basis for many diseases. This pathway shows the major events which are involved in proteostasis.		9606
WikiPathways	Pathway	WikiPathways:WP4919	Neuroinflammation		Neuroinflammation is inflammation specific to parts of the central nervous system. It can be triggered by external or internal factors, such as UV damage, inflammatory cytokines and oxidative stress. Stress on the cell leads to activation of inflammatory response pathways that involve several transcription factors such as AP-1 and NFkB, which will lead to the transcription of several proteins and/or cytokines.		9606
WikiPathways	Pathway	WikiPathways:WP4920	Mitochondrial complex II assembly		Complex II or succinate dehydrogenase (quinone) is shared between the TCA cycle and the ETC. It has no proton pumping activity. It is composed of four  subunits encoded by nDNA. Two subunits are hydrophillic, SDHA and SDHB, and two subunits are hydrophobic: SDHC and SDHD. Complex II assembly occurs through the independent maturation of these subunits mediated by subunit-specific chaperones.		9606
WikiPathways	Pathway	WikiPathways:WP4921	Mitochondrial complex III assembly		Complex III or quinol-cytochrome c reductase performs electron transfer coupled to proton pumping. It occurs as a symmetrical, tightly bound dimer (referred to as cIII2). This dimerisation occurs prior to the pre CIII complex formation, annotated as pre-CIII(2). Each monomer is composed of a catalytic core containing MT-CYB, CYC1 and UQCRFS1. An additional seven subunits are required for stability and/or correct assembly of the enzyme, but are not involved in the catalysis, but .		9606
WikiPathways	Pathway	WikiPathways:WP4922	Mitochondrial complex IV assembly		Complex IV or cytochrome c oxidase (COX) catalyses the oxidation of cytochrome c and the reduction of oxygen to water, coupled to proton translocation. Mammalian cIV contains 13 subunits. MT-CO1 is the largest catalytic subunit. MT-CO2 is the second core subunit. MT-CO3, the third core subunit has no direct catalytic role. The supernumerary subunits do not seem to have a catalytic role, but are thought to be important for the stabilization and regulation of the catalytic core. Complex IV is the only OXPHOS complex containing tissue-specific and developmentally regulated isoforms.		9606
WikiPathways	Pathway	WikiPathways:WP4923	Autophagy		Autophagy is a type of process that cell allows itself to degrade intracellular components, including organelles, proteins and foreign bodies. Autophagy is inhibited by mTORC1 and activated by AMPK. The process requires four steps: initiation, formation, membrane expansion and maturation, which are characterised by the structures that are roughly represented by the structures that are present: the omegasome, phagophore, atophagosome and finally autolysosme. It requires formation of the autophagosome, a double-membrane structure filled with the isolated cytoplasmic material that the cell wants to remove. The autophagosome eventually fuses with the lysosome to form the autolysosome.		9606
WikiPathways	Pathway	WikiPathways:WP4925	Unfolded protein response		The Unfolded Protein Response (UPR) pathway regulates and protects the cell from improperly folded protein overload in the Endoplasmic Reticulum (ER). The UPR can result in the slowing of protein synthesis, which gives the cell time to translate more chaperones to help process the proteins. If the stress is too high, the UPR can eventually trigger apoptosis.		9606
WikiPathways	Pathway	WikiPathways:WP4927	COVID-19, thrombosis and anticoagulation		Several hospitals and researchers have reported links between thrombosis and anticoagulation quite regularly for COVID-19 patients.This pathways combines this information, including biological mechanisms involved, in one graphical overview. The D-dimer is one of the protein fragments produced when a blood clot dissolves within the (human) body; when not properly degraded could lead to thrombosis.The graphical visualisation of (crosslinked) fibrin mesh leading to D-dimers is inspired by [https://en.wikipedia.org/wiki/D-dimer Wikipedia].		9606
WikiPathways	Pathway	WikiPathways:WP4928	MAPK pathway in congenital thyroid cancer		The MAPK pathway involved in the progression of different diseases such as diabetes, developmental abnormalities and cancer since it has a essential role in the regulation a wide variety of cellular processes such as proliferation, differentiation and apoptosis. consequently, dysregulation of MAPK pathway leads to the occurrence of the related disease		9606
WikiPathways	Pathway	WikiPathways:WP4931	Direct reversal repair		Direct reversal repair is a mechanism of repair where the damaged area or lesion is repaired directly by specialized proteins. It does not involve breakage of the phosphodiester backbone and doesn't require a reference template unlike the other single-strand repair mechanism.  Methylation of guanine bases is directly reversed by the protein methyl guanine methyl transferase (MGMT). This is an expensive process because each MGMT molecule can be used only once. Methylation of the bases cytosine and adenine  is repaired by ALKBH2 and ALKBH3.This pathway is based on information from [http://repairtoire.genesilico.pl/Pathway/4/ REPAIRtoire] and [https://en.wikipedia.org/wiki/Base_excision_repair Wikipedia].		9606
WikiPathways	Pathway	WikiPathways:WP4932	7q11.23 copy number variation syndrome		7q11.23 copy number variation syndrome (MIM 609757, also called Williams-Beuren region duplication syndrome, WBS duplication syndrome, Chromosome 7q11.23 duplication syndrome, or Somerville-van-der-Aa syndrome) is a copy number variation syndrome with a duplication in the region chr7:72,744,454-74,142,513 (GRCh37/hg19). The breakpoint is defined from Carolyn B Mervis 7q11.23 Duplication Syndrome in Gene Reviews PMID: 20301295.		9606
WikiPathways	Pathway	WikiPathways:WP4933	RNA pol II transcription - Initiation and elongation		This Wikipathway represents the mediators and complexes associated to RNA polymerase II during initiation and elongation of transcription in human cells as reported in (1) and (2).		9606
WikiPathways	Pathway	WikiPathways:WP4936	Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins		Overview of perturbations to host-cell autophagy, induced by distinct proteins of SARS-CoV-2, derived from the network diffusion model and overlaid with the changes in protein levels, ubiquitination and phosphorylation induced by SARS-CoV-2 infection.		9606
WikiPathways	Pathway	WikiPathways:WP4940	15q11.2 copy number variation syndrome		This pathway shows the genes known in the 15q11.2 region which can cause a copy number variation syndrome (CNV) if deleted or duplicated (or triplicated). These rare genetic syndromes are called 15q11.2 deletion or duplication syndrome, also known as Burnside Butler syndrome. This region is relatively small compared to other CNVs but it contains with NIPA1 and NIPA2 two important Magnesium transporters which are active in the central nervous system. CYFIP1 is an important interactor with FMR1, which is the causative gene for fragile X syndrome. The breakpoints (chr15:22,805,313-23,094,530 GRCh37/hg19) are defined as given in Kendall et al. 2017: https://doi.org/10.1016/j.biopsych.2016.08.014.		9606
WikiPathways	Pathway	WikiPathways:WP4941	GPR143 in melanocytes and retinal pigment epithelium cells		A model demonstrating the place of the GPR143 gene in the pathogenesis of ocular albinism type 1. The latter shows the interactions between GPR143 and the different genes responsible for melanogenesis as well as growth factors such as SERPINF1 and VEGF in melanocytes or the retinal pigment epithelium.		9606
WikiPathways	Pathway	WikiPathways:WP4942	15q13.3 copy number variation syndrome		"This pathway shows the genes deleted or duplicated in 15q13.3 copy number variation syndrome. The affected region is between 30,500,000-32,500,000 bp on Chromosome 15. The major genes in this region are OTUD7A and CHRNA7 which are known influencers of neuronal development and function. For several genes in this regio there are no exact functions known yet - e.g. the GOLGA gene group or the MTMR10 which is similar to phosphatidyl-inositol 3 phosphatases but without an active catalytic centre. The breakpoints 30,500,000-32,500,000 are from ""15q13.3 Microdeletion"", Bregje WM van Bon et al. in Gene reviews PMID: 20301295."		9606
WikiPathways	Pathway	WikiPathways:WP4944	Mitochondrial complex I inhibition leading to chemical-induced Fanconi syndrome		This pathway is a meta-pathway that represents an updated version of the Adverse Outcome Pathway 276: Inhibition of complex I of the electron transport chain leading to chemical induced Fanconi syndrome (https://aopwiki.org/aops/276). All Key Events are present as Key Event nodes, with their corresponding molecular pathways as pathway nodes.		9606
WikiPathways	Pathway	WikiPathways:WP4945	Mitochondrial complex I inhibition leading to parkinsonian motor deficits		This pathway is a meta-pathway that represents an updated version of the Adverse Outcome Pathway (AOP) of Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits [https://aopwiki.org/aops/3 AOP-Wiki:3]. All Key Events are present as Key Event nodes, with their corresponding molecular pathways as pathway nodes.		9606
WikiPathways	Pathway	WikiPathways:WP4946	DNA repair pathways, full network		DNA Repair Pathways (Full Network)		9606
WikiPathways	Pathway	WikiPathways:WP4947	Nitric oxide metabolism in cystic fibrosis		This pathway describes the NO metabolism in cystic fibrosis (CF) and is based on Figure 1 of Brinkmann et al. 2020.		9606
WikiPathways	Pathway	WikiPathways:WP4948	ACE inhibitor pathway - for workshop		'''This pathway is a starter pathway for the Introduction to Pathway Modeling workshop. DO NOT DELETE.'''Description: The core of this pathway was elucidated over a century ago and involves the conversion of angiotensinogen to angiotensin I (Ang I) by renin, its subsequent conversion to angiotensin II (Ang II) by angiotensin converting enzyme. Ang II activates the angiotensin II receptor type 1 to induce aldosterone synthesis, increasing water and salt resorption and potassium excretion in the kidney and increasing blood pressure.Source: PharmGKB (https://www.pharmgkb.org/pathway/PA2023)		9606
WikiPathways	Pathway	WikiPathways:WP4949	16p11.2 proximal deletion syndrome		16p11.2 proximal deletion syndrome is a rare genetic disorder (copy number variation) caused by a deletion in the region of chromosome 16 from 29,592,751 to 30,190,593 bp (GRCh37). The breakpoints are from: Dell'Edera 2018 PMID: 29609622.		9606
WikiPathways	Pathway	WikiPathways:WP4950	16p11.2 distal deletion syndrome		"16p11.2 distal deletion syndrome is a rare genetic disorder (copy number variation) caused by a deletion on chromosome 16 in the range 28.74-28.95-Mb. The breakpoints in this pathway are chr16:28,823,196-29,046,783	(GHCh37) from Kendall et al. 2017 https://doi.org/10.1016/j.biopsych.2016.08.014."		9606
WikiPathways	Pathway	WikiPathways:WP496	Steroid biosynthesis		Steroidogenesis is the biological process by which steroids are generated from cholesterol and transformed into other steroids.Proteins on this pathway have targeted assays available via the [https://assays.cancer.gov/available_assays?wp_id=WP496 CPTAC Assay Portal].		9606
